Type,Localisation,Latitude,Longitude,Title,Price in DH,Tags,Tags_length,Area in m²,Rooms,Bedrooms,Bathrooms,Condition,Floor,House Age in ans
Appartements Casablanca,Maârif Extension à Casablanca,33.57987841432208,-7.641613483429069,Appartement de 57m² en vente Résidence Diaz,1076000.0,"['57 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau', '2ème étage']",6,57.0,2.0,1.0,1.0,Nouveau,2.0,15
Appartements Casablanca,Maârif Extension à Casablanca,33.57987841432208,-7.641613483429069,Appartement de 47m² en vente Résidence Diaz,896000.0,"['47 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', '1er étage']",5,47.0,2.0,1.0,1.0,Bon état,1.0,15
Appartements Casablanca,Maârif Extension à Casablanca,33.57987841432208,-7.641613483429069,Appartement au RDC de 91m² en vente Résidence Diaz,1597000.0,"['91 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']",4,91.0,3.0,2.0,2.306532663316583,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Villa de 648 m2 Moderne BONNE AFFAIRE,8700000.0,"['648 m²', '8 Pièces', '4 Chambres', '4 Salles de bains', 'Nouveau', '5-10 ans']",6,648.0,8.0,4.0,4.0,Nouveau,3.0,7
Villas & maisons de luxe Casablanca,Longchamps (Hay Al Hanâa) à Casablanca,33.56170473792227,-7.630379283521052,Villa 975m² au Beau Côté de Longchamps,14000000.0,"['975 m²', '7 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans']",6,975.0,7.0,4.0,3.0,Bon état,3.0,15
Appartements Casablanca,Aïn Sebaâ à Casablanca,33.56170473792227,-7.630379283521052,Appartement de 71m² en vente Les Jardins de Ain Sebaa,797865.0,"['71 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', '2ème étage']",6,71.0,3.0,2.0,2.0,Nouveau,2.0,15
Appartements Casablanca,Aïn Sebaâ à Casablanca,33.56170473792227,-7.630379283521052,Appartement de 76m² en vente Les Jardins de Ain Sebaa,891080.0,"['76 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', '3ème étage']",6,76.0,3.0,2.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Aïn Sebaâ à Casablanca,33.56170473792227,-7.630379283521052,Appartement au RDC de 68m² en vente Les jardins de Ain Sebaa,716392.0,"['68 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']",5,68.0,3.0,2.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Aïn Sebaâ à Casablanca,33.56170473792227,-7.630379283521052,Appartement de 87m² en vente Les jardins de Ain Sebaa,970905.0,"['87 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '1er étage']",6,87.0,4.0,3.0,2.0,Nouveau,1.0,15
Villas & maisons de luxe Casablanca,Hermitage à Casablanca,33.56170473792227,-7.630379283521052,Vends Villa Zone immeuble,4558824.761494253,['303 m²'],4,303.0,4.682934712346477,2.9211172498465316,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Gauthier à Casablanca,33.59154665434491,-7.631464004516602,Studio en plein coeur de Gauthier,1250000.0,"['45 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '3ème étage']",6,45.0,2.0,1.0,1.0,Bon état,3.0,15
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Superbe appartement à vendre à Racine. Surface de 248 m²,450000.0,"['248 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans', '2ème étage']",7,248.0,6.0,4.0,3.0,Bon état,2.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.52823,-7.62108,Villa 434 m2 a vendre Résidence fermée Californie,7500000.0,"['434 m²', '7 Pièces', '5 Chambres', '4 Salles de bains']",4,434.0,7.0,5.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Triangle d'Or à Casablanca,33.56170473792227,-7.630379283521052,Appartement à triangle d'or avec deux terrasses,3700000.0,"['274 m²', '4 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état']",5,274.0,4.0,4.0,4.0,Bon état,3.0,15
Appartements Casablanca,Oasis à Casablanca,33.55702447218315,-7.6348114013671875,Vendre studio F2 62 m2 Etg 3 Oasis Casablanca,1370000.0,"['62 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau', ""Moins d'un an"", '3ème étage']",7,62.0,2.0,1.0,1.0,Nouveau,3.0,0
Villas & maisons de luxe Casablanca,El Manar - El Hank à Casablanca,33.60689931379632,-7.652578353881836,Villa commerciale ou habitation a vendre sur l'avenue de Nice,9500000.0,"['450 m²', '6 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état', '20-30 ans']",6,450.0,6.0,4.0,4.0,Bon état,3.0,25
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa a vendre Californie style provençale 1000 m2,14000000.0,"['1001 m²', '7 Pièces', '5 Chambres', '5 Salles de bains', 'Bon état']",5,1001.0,7.0,5.0,5.0,Bon état,3.0,15
Appartements Casablanca,Les princesses à Casablanca,33.57154299116339,-7.636313438415527,♥️Appartement de charme double facade ♥️,1760800.0,"['89 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '2ème étage']",7,89.0,3.0,2.0,2.0,Nouveau,2.0,0
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,♥️Sublime appartement moderne avec terrasse ♥️,1550000.0,"['89 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans', '3ème étage']",7,89.0,3.0,2.0,2.0,Bon état,3.0,3
Appartements Casablanca,Racine à Casablanca,33.586260720903084,-7.642062921077013,Appartement en vente à Racine 111 m²,2000000.0,"['111 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']",7,111.0,4.0,3.0,2.0,Bon état,4.0,15
Appartements Casablanca,Mers Sultan à Casablanca,33.57651394758648,-7.614860323193938,"Appartement haut standing 115m2 à 2Mars, 3 chambres",1650000.0,"['115 m²', '4 Pièces', '3 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '3ème étage']",7,115.0,4.0,3.0,1.0,Bon état,3.0,15
Appartements Casablanca,Gauthier à Casablanca,33.589822978119294,-7.63016716220443,Appartement haut standing vue dégagée 155m2 à Gauthier,3300000.0,"['155 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '7ème étage']",7,155.0,4.0,3.0,2.0,Bon état,7.0,7
Appartements Casablanca,Palmier à Casablanca,33.56170473792227,-7.630379283521052,Appartement H. S au Palmier 265m2 avec Terrasse,3400000.0,"['265 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '6ème étage']",7,265.0,4.0,3.0,2.0,Bon état,6.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Villa Moderne de 1065 m2 à Californie,15000000.0,"['1065 m²', '8 Pièces', '4 Chambres', '4 Salles de bains', 'Nouveau', '1-5 ans']",6,1065.0,8.0,4.0,4.0,Nouveau,3.0,3
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa de 605 m2 à Californie,8500000.0,"['605 m²', '9 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans']",6,605.0,9.0,4.0,3.0,Nouveau,3.0,7
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa de 728 m2 à Résidence Fermée à Californie,9000000.0,"['728 m²', '9 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans']",6,728.0,9.0,4.0,3.0,Nouveau,3.0,7
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Villa Moderne de 1100 m2 à Californie,15000000.0,"['1100 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '1-5 ans']",6,1100.0,8.0,4.0,3.0,Nouveau,3.0,3
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.56170473792227,-7.630379283521052,Villa de 380 m2 à démolir à AIN DIAB BONNE AFFAIRE,4700000.0,"['380 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '20-30 ans']",6,380.0,8.0,4.0,3.0,À rénover,3.0,25
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Belle villa de 425 m2 à Ain diab,6800000.0,"['425 m²', '9 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans']",6,425.0,9.0,4.0,3.0,Bon état,3.0,7
Villas & maisons de luxe Casablanca,Anfa à Casablanca,33.596175974504256,-7.657470703125,Villa de 890 m2 à ANFA BONNE AFFAIRE,11700000.0,"['890 m²', '9 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '10-20 ans']",6,890.0,9.0,4.0,3.0,À rénover,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa Moderne de 518 m2 à Résidence ANAFE AIN DIAB,9500000.0,"['518 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans']",6,518.0,6.0,4.0,3.0,Bon état,3.0,7
Villas & maisons de luxe Casablanca,Longchamps (Hay Al Hanâa) à Casablanca,33.56170473792227,-7.630379283521052,Villa de 1400 m2 à Longchamps,17000000.0,"['1400 m²', '10 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans']",6,1400.0,10.0,4.0,3.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Longchamps (Hay Al Hanâa) à Casablanca,33.57751418572474,-7.664079666137695,Villa de 618 m2 à longchamps,10000000.0,"['618 m²', '9 Pièces', '5 Chambres', '3 Salles de bains', 'À rénover', '10-20 ans']",6,618.0,9.0,5.0,3.0,À rénover,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa de 370 m2 dans Résidence sécurisée Ain Diab,6500000.0,"['370 m²', '7 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans']",6,370.0,7.0,4.0,3.0,Bon état,3.0,7
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa de 450 m2 dans Résidence sécurisée Ain diab,7000000.0,"['450 m²', '7 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans']",6,450.0,7.0,4.0,3.0,Nouveau,3.0,7
Villas & maisons de luxe Casablanca,Anfa à Casablanca,33.56170473792227,-7.630379283521052,Villa de 619 m2 à ZOM ANFA,12000000.0,"['619 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '10-20 ans']",6,619.0,8.0,4.0,3.0,À rénover,3.0,15
Villas & maisons de luxe Casablanca,Anfa à Casablanca,33.56170473792227,-7.630379283521052,Villa de 590 m2 à PARANFA,10000000.0,"['590 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '10-20 ans']",6,590.0,8.0,4.0,3.0,À rénover,3.0,15
Villas & maisons de luxe Casablanca,Anfa à Casablanca,33.56170473792227,-7.630379283521052,Villa de 725 m2 à CHANTILLY,12000000.0,"['725 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans']",6,725.0,8.0,4.0,3.0,Bon état,3.0,15
Appartements Casablanca,Oasis à Casablanca,33.56170473792227,-7.630379283521052,Vendre studio F2 62 m2 Etg 3 Oasis Casablanca,1370000.0,"['62 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau', ""Moins d'un an"", '3ème étage']",7,62.0,2.0,1.0,1.0,Nouveau,3.0,0
Appartements Casablanca,Oulfa à Casablanca,33.56170473792227,-7.630379283521052,Vente d'un bel appartement à Oulfa. 1 Pièce. Résidence avec piscine,4558824.761494253,"['52 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Nouveau', '1-5 ans', '4ème étage']",7,52.0,3.0,2.0,1.0,Nouveau,4.0,3
Appartements Casablanca,Maârif à Casablanca,33.56170473792227,-7.630379283521052,Beau studio à vendre au cœur du Maarif,950000.0,"['55 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '3ème étage']",6,55.0,2.0,1.0,1.0,Bon état,3.0,15
Appartements Casablanca,Benjdia à Casablanca,33.58536689099738,-7.612772444372496,Appartement à l'achat à Benjdia. 3 belles chambres. Porte sécurisée et chauffage central,1690000.0,"['124 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '2ème étage']",7,124.0,4.0,3.0,2.0,Bon état,2.0,7
Appartements Casablanca,Racine à Casablanca,33.56170473792227,-7.630379283521052,Appartement à vendre meuble haut standing,2800000.0,"['120 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', '5-10 ans']",6,120.0,4.0,2.0,2.0,Nouveau,3.0,7
Appartements Casablanca,Oasis à Casablanca,33.56170473792227,-7.630379283521052,Vendre studio F2 46 m2 Etage 3 Oasis Casablanca,1050000.0,"['46 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau', ""Moins d'un an"", '3ème étage']",7,46.0,2.0,1.0,1.0,Nouveau,3.0,0
Maisons Casablanca,Ain Chock à Casablanca,33.54340952071257,-7.6012846770560145,Très belle maison a vendre,4000000.0,"['100 m²', '7 Pièces', '6 Chambres', '4 Salles de bains', 'Bon état', '20-30 ans']",6,100.0,7.0,6.0,4.0,Bon état,3.0,25
Appartements Casablanca,Val Fleury à Casablanca,33.57495651248049,-7.63714105621321,Appartement haut standing 170m2 à Val fleuri,2450000.0,"['170 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '5ème étage']",7,170.0,4.0,3.0,2.0,Bon état,5.0,7
Appartements Casablanca,Burger à Casablanca,33.57407275425759,-7.640755176544133,Vente d’un appartement de 137 m² à Maarif Ext,1750000.0,"['137 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '20-30 ans', '3ème étage']",7,137.0,5.0,3.0,2.0,Bon état,3.0,25
Appartements Casablanca,Plateau (Al Batha) à Casablanca,33.57101438795921,-7.639950827636341,Vente d'un appartement à Val Fleuri,1750000.0,"['117 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']",7,117.0,5.0,3.0,2.0,Bon état,4.0,15
Villas & maisons de luxe Casablanca,El Manar - El Hank à Casablanca,33.60689931379632,-7.652578353881836,Villa commerciale ou habitation a vendre sur l'avenue de Nice,9500000.0,"['450 m²', '6 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état', '20-30 ans']",6,450.0,6.0,4.0,4.0,Bon état,3.0,25
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Villa a vendre Californie style provençale 1000 m2,14000000.0,"['1001 m²', '7 Pièces', '5 Chambres', '5 Salles de bains', 'Bon état']",5,1001.0,7.0,5.0,5.0,Bon état,3.0,15
Appartements Casablanca,Les princesses à Casablanca,33.57154299116339,-7.636313438415527,♥️Appartement de charme double facade ♥️,1760800.0,"['89 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '2ème étage']",7,89.0,3.0,2.0,2.0,Nouveau,2.0,0
Appartements Casablanca,Maârif Extension à Casablanca,33.56170473792227,-7.630379283521052,♥️Sublime appartement moderne avec terrasse ♥️,1550000.0,"['89 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans', '3ème étage']",7,89.0,3.0,2.0,2.0,Bon état,3.0,3
Appartements Casablanca,Racine à Casablanca,33.586260720903084,-7.642062921077013,Appartement en vente à Racine 111 m²,2000000.0,"['111 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '4ème étage']",7,111.0,4.0,3.0,2.0,Bon état,4.0,15
Appartements Casablanca,Mers Sultan à Casablanca,33.57651394758648,-7.614860323193938,"Appartement haut standing 115m2 à 2Mars, 3 chambres",1650000.0,"['115 m²', '4 Pièces', '3 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '3ème étage']",7,115.0,4.0,3.0,1.0,Bon état,3.0,15
Appartements Casablanca,Gauthier à Casablanca,33.589822978119294,-7.63016716220443,Appartement haut standing vue dégagée 155m2 à Gauthier,3300000.0,"['155 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '7ème étage']",7,155.0,4.0,3.0,2.0,Bon état,7.0,7
Appartements Casablanca,Palmier à Casablanca,33.56170473792227,-7.630379283521052,Appartement H. S au Palmier 265m2 avec Terrasse,3400000.0,"['265 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '6ème étage']",7,265.0,4.0,3.0,2.0,Bon état,6.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Villa Moderne de 1065 m2 à Californie,15000000.0,"['1065 m²', '8 Pièces', '4 Chambres', '4 Salles de bains', 'Nouveau', '1-5 ans']",6,1065.0,8.0,4.0,4.0,Nouveau,3.0,3
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Villa de 605 m2 à Californie,8500000.0,"['605 m²', '9 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans']",6,605.0,9.0,4.0,3.0,Nouveau,3.0,7
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Villa de 728 m2 à Résidence Fermée à Californie,9000000.0,"['728 m²', '9 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans']",6,728.0,9.0,4.0,3.0,Nouveau,3.0,7
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Villa Moderne de 1100 m2 à Californie,15000000.0,"['1100 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '1-5 ans']",6,1100.0,8.0,4.0,3.0,Nouveau,3.0,3
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa de 380 m2 à démolir à AIN DIAB BONNE AFFAIRE,4700000.0,"['380 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '20-30 ans']",6,380.0,8.0,4.0,3.0,À rénover,3.0,25
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.56170473792227,-7.630379283521052,Belle villa de 425 m2 à Ain diab,6800000.0,"['425 m²', '9 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans']",6,425.0,9.0,4.0,3.0,Bon état,3.0,7
Villas & maisons de luxe Casablanca,Anfa à Casablanca,33.596175974504256,-7.657470703125,Villa de 890 m2 à ANFA BONNE AFFAIRE,11700000.0,"['890 m²', '9 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '10-20 ans']",6,890.0,9.0,4.0,3.0,À rénover,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa Moderne de 518 m2 à Résidence ANAFE AIN DIAB,9500000.0,"['518 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans']",6,518.0,6.0,4.0,3.0,Bon état,3.0,7
Villas & maisons de luxe Casablanca,Longchamps (Hay Al Hanâa) à Casablanca,33.56170473792227,-7.630379283521052,Villa de 1400 m2 à Longchamps,17000000.0,"['1400 m²', '10 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans']",6,1400.0,10.0,4.0,3.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Longchamps (Hay Al Hanâa) à Casablanca,33.57751418572474,-7.664079666137695,Villa de 618 m2 à longchamps,10000000.0,"['618 m²', '9 Pièces', '5 Chambres', '3 Salles de bains', 'À rénover', '10-20 ans']",6,618.0,9.0,5.0,3.0,À rénover,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa de 370 m2 dans Résidence sécurisée Ain Diab,6500000.0,"['370 m²', '7 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans']",6,370.0,7.0,4.0,3.0,Bon état,3.0,7
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Villa de 450 m2 dans Résidence sécurisée Ain diab,7000000.0,"['450 m²', '7 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans']",6,450.0,7.0,4.0,3.0,Nouveau,3.0,7
Villas & maisons de luxe Casablanca,Anfa à Casablanca,33.596175974504256,-7.657470703125,Villa de 619 m2 à ZOM ANFA,12000000.0,"['619 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '10-20 ans']",6,619.0,8.0,4.0,3.0,À rénover,3.0,15
Villas & maisons de luxe Casablanca,Anfa à Casablanca,33.56170473792227,-7.630379283521052,Villa de 590 m2 à PARANFA,10000000.0,"['590 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'À rénover', '10-20 ans']",6,590.0,8.0,4.0,3.0,À rénover,3.0,15
Villas & maisons de luxe Casablanca,Anfa à Casablanca,33.56170473792227,-7.630379283521052,Villa de 725 m2 à CHANTILLY,12000000.0,"['725 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '10-20 ans']",6,725.0,8.0,4.0,3.0,Bon état,3.0,15
